uuid,name,viaf_id,gnd_id,best_qid,best_label,best_description,best_score,best_reasons,second_qid,second_score,action,signal_source,all_candidates
db799476-d9d0-4087-933d-35a2497017b9,"Hirsch, Joseph",,,Q106470014,Joseph Hirsch,Holocaust victim (born 1868),15,search_rank_0|p31_human,Q6284010,15,manual,name,"[{""qid"": ""Q106470014"", ""label"": ""Joseph Hirsch"", ""desc"": ""Holocaust victim (born 1868)"", ""score"": 15}, {""qid"": ""Q6284010"", ""label"": ""Joseph Hirsch"", ""desc"": ""American artist (1910-1981)"", ""score"": 15}, {""qid"": ""Q6633196"", ""label"": ""Joseph Hirsch"", ""desc"": ""Israeli painter (1920-1997)"", ""score"": 13}, {""qid"": ""Q133637935"", ""label"": ""Joseph Hirsch"", ""desc"": """", ""score"": 9}, {""qid"": ""Q126733776"", ""label"": ""Joseph Hirsch Aron"", ""desc"": ""Person auf Jüdischem Friedhof"", ""score"": 7}, {""qid"": ""Q135481401"", ""label"": ""Josef Hirsch"", ""desc"": """", ""score"": 5}, {""qid"": ""Q126906564"", ""label"": ""Joseph Hirsch Heckscher"", ""desc"": ""Person auf Jüdischem Friedhof"", ""score"": 5}]"
94ee2944-e9a3-4256-9d9e-933f8e566868,Hirsch Markus,,,,,,0,,,0,manual,name,[]
49f6fc5b-b288-4461-8c96-aa6c1deafdef,Hirsch Münden,,,,,,0,,,0,manual,name,[]
17ac32fe-2c02-440e-b8c0-9414c7cc7c35,"Homberg, Herz",,,Q27582473,"Homberg, Herz",entry in the Allgemeine Deutsche Biographie,17,search_rank_0|name_exact|has_sitelinks,Q179791,15,manual,name,"[{""qid"": ""Q27582473"", ""label"": ""Homberg, Herz"", ""desc"": ""entry in the Allgemeine Deutsche Biographie"", ""score"": 17}, {""qid"": ""Q179791"", ""label"": ""Herz Homberg"", ""desc"": ""Austrian writer"", ""score"": 15}, {""qid"": ""Q88778544"", ""label"": ""Homberg, Herz (BLKÖ)"", ""desc"": ""entry in the Biographisches Lexikon des Kaiserthums Oesterreich (vol. 9, p. 253)"", ""score"": 13}]"
0dd6714d-75fb-4fbb-a6ae-afaca4ad9d34,"Hönig, Aaron",,,,,,0,,,0,manual,name,[]
8e9e8d34-1b53-4708-b394-8dcecbd90123,"Hönig, Enoch",,,,,,0,,,0,manual,name,[]
4c25e985-6344-46f7-a810-5ca092bd0577,"Hönig, Israel (Edler von Hönigsberg, k.k. Regierungsrath, Tabak- und Siegelgefälldirektor)",,,,,,0,,,0,manual,name,[]
e810c41a-9d92-4201-aaf3-cfbf279daf86,"Hönig, Joachim (Edler von Hönigsberg)",,,,,,0,,,0,manual,name,[]
37daafa8-8a94-43ab-a803-87d554669f8b,"Hönig, Max (Edler von Hönig)",,,,,,0,,,0,manual,name,[]
d7f0ceff-31be-4252-9dba-22568a15f176,"Horowitz, Jehuda",,,Q11218312,Yidele Horowitz,Hasidic Rabbi,17,search_rank_0|p31_human|has_sitelinks,Q25636532,15,manual,name,"[{""qid"": ""Q11218312"", ""label"": ""Yidele Horowitz"", ""desc"": ""Hasidic Rabbi"", ""score"": 17}, {""qid"": ""Q25636532"", ""label"": ""יהודה הורוויץ"", ""desc"": """", ""score"": 15}, {""qid"": ""Q20607463"", ""label"": ""יהודה הורוויץ"", ""desc"": """", ""score"": 13}]"
701666e2-8dd8-4cc2-a608-5f3106d16c64,"Hoym, Karl Heinrich Graf von (Graf, Minister)",,,,,,0,,,0,manual,name,[]
86d0fec1-915a-49f2-8bcd-76eec875cc4d,"Hoym, Karl Heinrich Graf von (Graf, Minister)",,,,,,0,,,0,manual,name,[]
bf7d4091-fce9-448b-815a-ec050bb5a46d,Hufnagel,,,Q12767202,Hufnagel,Slovak physician,20,search_rank_1|p31_human|name_exact|has_sitelinks,Q75365,18,manual,name,"[{""qid"": ""Q12767202"", ""label"": ""Hufnagel"", ""desc"": ""Slovak physician"", ""score"": 20}, {""qid"": ""Q75365"", ""label"": ""Johann Siegfried Hufnagel"", ""desc"": ""אנטומולוג גרמני"", ""score"": 18}, {""qid"": ""Q28091258"", ""label"": ""Hufnagel"", ""desc"": ""family name"", ""score"": 17}, {""qid"": ""Q30666683"", ""label"": ""Hufnagel"", ""desc"": ""hill in Germany"", ""score"": 11}, {""qid"": ""Q15816118"", ""label"": ""Hufnagel"", ""desc"": ""band"", ""score"": 9}, {""qid"": ""Q205615"", ""label"": ""Hufnagel"", ""desc"": ""Nägel zur Verbindung des Hufeisens mit dem Huf"", ""score"": 7}]"
cb66ea2f-091b-414b-8c97-d0a0e57ea085,Hufnagel,,,Q12767202,Hufnagel,Slovak physician,20,search_rank_1|p31_human|name_exact|has_sitelinks,Q75365,18,manual,name,"[{""qid"": ""Q12767202"", ""label"": ""Hufnagel"", ""desc"": ""Slovak physician"", ""score"": 20}, {""qid"": ""Q75365"", ""label"": ""Johann Siegfried Hufnagel"", ""desc"": ""אנטומולוג גרמני"", ""score"": 18}, {""qid"": ""Q28091258"", ""label"": ""Hufnagel"", ""desc"": ""family name"", ""score"": 17}, {""qid"": ""Q30666683"", ""label"": ""Hufnagel"", ""desc"": ""hill in Germany"", ""score"": 11}, {""qid"": ""Q15816118"", ""label"": ""Hufnagel"", ""desc"": ""band"", ""score"": 9}, {""qid"": ""Q205615"", ""label"": ""Hufnagel"", ""desc"": ""Nägel zur Verbindung des Hufeisens mit dem Huf"", ""score"": 7}]"
0a98f48a-2a49-4295-b232-cb349f0ed906,Isaia Norsa,,,,,,0,,,0,manual,name,[]
76638e01-aa40-45f0-83e2-a9581c03d8a0,Israel Levin,,,Q105370694,Israel Levin,Holocaust victim (born 1856),20,search_rank_0|p31_human|name_exact,Q12318659,20,manual,name,"[{""qid"": ""Q105370694"", ""label"": ""Israel Levin"", ""desc"": ""Holocaust victim (born 1856)"", ""score"": 20}, {""qid"": ""Q12318659"", ""label"": ""Israel Salomon Levin"", ""desc"": ""Danish literary critic (1810-1883)"", ""score"": 20}, {""qid"": ""Q12408398"", ""label"": ""Israël Levin"", ""desc"": ""Israeli literary theorist (1924–2022)"", ""score"": 18}, {""qid"": ""Q129254903"", ""label"": ""Israel Levin Aron"", ""desc"": """", ""score"": 11}]"
23670a84-977b-4c08-aae8-72339aca4f31,"Itzig, Daniel (Jaffe)",,,Q72600,Daniel Itzig,German banker (1723-1799),17,search_rank_0|p31_human|has_sitelinks,Q65768672,15,manual,name,"[{""qid"": ""Q72600"", ""label"": ""Daniel Itzig"", ""desc"": ""German banker (1723-1799)"", ""score"": 17}, {""qid"": ""Q65768672"", ""label"": ""Daniel Yafe"", ""desc"": ""Singer, Winner of X Factor Israel"", ""score"": 15}]"
6f871c1e-851f-4e42-8a26-6ac3d2e9767c,"Itzig, Daniel (Jaffe, Oberlandesältester)",,,Q72600,Daniel Itzig,German banker (1723-1799),17,search_rank_0|p31_human|has_sitelinks,Q65768672,15,manual,name,"[{""qid"": ""Q72600"", ""label"": ""Daniel Itzig"", ""desc"": ""German banker (1723-1799)"", ""score"": 17}, {""qid"": ""Q65768672"", ""label"": ""Daniel Yafe"", ""desc"": ""Singer, Winner of X Factor Israel"", ""score"": 15}]"
a3d10d6d-483e-449e-8351-925781780303,"Itzig, Daniel (Jaffe; Oberlandesältester)",,,,,,0,,,0,manual,name,[]
0a67bd13-87c9-4deb-8bb2-9dd1d66396aa,"Itzig, Jacob",,,,,,0,,,0,manual,name,[]
5a04303a-8741-4abd-a734-79efd9173624,"Itzig, Jakob Daniel",,,,,,0,,,0,manual,name,[]
3b7cf424-1cb6-4bcd-ae08-9e970a734cb0,"Itzig (Oberlandesältester), Daniel (Jaffe)",,,Q72600,Daniel Itzig,German banker (1723-1799),17,search_rank_0|p31_human|has_sitelinks,Q65768672,15,manual,name,"[{""qid"": ""Q72600"", ""label"": ""Daniel Itzig"", ""desc"": ""German banker (1723-1799)"", ""score"": 17}, {""qid"": ""Q65768672"", ""label"": ""Daniel Yafe"", ""desc"": ""Singer, Winner of X Factor Israel"", ""score"": 15}]"
a1baf1cd-e4d8-48cd-9b41-cc2f8d8418ca,"Jacob, Abraham",,,Q104808027,Abraham Jacob,"holocaust victim, b. 1867-05-27",15,search_rank_0|p31_human,Q72359,15,manual,name,"[{""qid"": ""Q104808027"", ""label"": ""Abraham Jacob"", ""desc"": ""holocaust victim, b. 1867-05-27"", ""score"": 15}, {""qid"": ""Q72359"", ""label"": ""Abraham Jacobi"", ""desc"": ""deutsch-amerikanischer Kinderarzt (1830-1919)"", ""score"": 15}, {""qid"": ""Q104806480"", ""label"": ""Abraham Jacob"", ""desc"": ""holocaust victim, b. 1866-02-23"", ""score"": 11}, {""qid"": ""Q76367407"", ""label"": ""Abraham Jacob"", ""desc"": ""Peerage person ID=714994"", ""score"": 9}, {""qid"": ""Q330116"", ""label"": ""Abraham Jacob van der Aa"", ""desc"": ""niederländischer Lexikograph und Literat"", ""score"": 9}, {""qid"": ""Q92144624"", ""label"": ""Abraham Jacob"", ""desc"": ""researcher (ORCID 0000-0001-6899-5049)"", ""score"": 5}, {""qid"": ""Q106771528"", ""label"": ""Abraham Jacobsz. van Ammelerveen"", ""desc"": """", ""score"": 5}, {""qid"": ""Q109469656"", ""label"": ""Abraham Cunnumpurathu Jacob"", ""desc"": ""Indian businessperson (born 1971, child of Abraham Jacob)"", ""score"": 5}]"
30c063e4-e083-401b-aab5-dafd06c16e60,"Jacobson, Israel",,,Q66435,Israel Jacobson,German-Jewish philanthropist and communal organiser (1768–1828),20,search_rank_1|p31_human|name_exact|has_sitelinks,Q21258982,17,manual,name,"[{""qid"": ""Q66435"", ""label"": ""Israel Jacobson"", ""desc"": ""German-Jewish philanthropist and communal organiser (1768–1828)"", ""score"": 20}, {""qid"": ""Q21258982"", ""label"": ""Jacobson, Israel"", ""desc"": ""encyclopedic article"", ""score"": 17}, {""qid"": ""Q86664692"", ""label"": ""Israel Jacobson Prize"", ""desc"": ""Award given by the German Union of Progressive Judaism"", ""score"": 6}, {""qid"": ""Q136556993"", ""label"": ""Israel Jacobson Netzwerk für jüdische Kultur und Geschichte"", ""desc"": """", ""score"": 6}]"
e56457ad-c4b3-45d4-8956-cc79b03177ca,"Jacobson, Israel",,,Q66435,Israel Jacobson,German-Jewish philanthropist and communal organiser (1768–1828),20,search_rank_1|p31_human|name_exact|has_sitelinks,Q21258982,17,manual,name,"[{""qid"": ""Q66435"", ""label"": ""Israel Jacobson"", ""desc"": ""German-Jewish philanthropist and communal organiser (1768–1828)"", ""score"": 20}, {""qid"": ""Q21258982"", ""label"": ""Jacobson, Israel"", ""desc"": ""encyclopedic article"", ""score"": 17}, {""qid"": ""Q86664692"", ""label"": ""Israel Jacobson Prize"", ""desc"": ""Award given by the German Union of Progressive Judaism"", ""score"": 6}, {""qid"": ""Q136556993"", ""label"": ""Israel Jacobson Netzwerk für jüdische Kultur und Geschichte"", ""desc"": """", ""score"": 6}]"
ec83e398-6990-42f8-9cde-41835f8fbafb,Jakob Daniel,,,Q104424356,Jakob Daniel,"holocaust victim, b. 1876-08-26",20,search_rank_0|p31_human|name_exact,Q104424355,18,manual,name,"[{""qid"": ""Q104424356"", ""label"": ""Jakob Daniel"", ""desc"": ""holocaust victim, b. 1876-08-26"", ""score"": 20}, {""qid"": ""Q104424355"", ""label"": ""Jakob Daniel"", ""desc"": ""holocaust victim, b. 1870-05-24"", ""score"": 18}, {""qid"": ""Q104424354"", ""label"": ""Jakob Daniel"", ""desc"": ""holocaust victim, b. 1865-06-09"", ""score"": 16}, {""qid"": ""Q1678971"", ""label"": ""Jakob Daniel Tepser"", ""desc"": ""Austrian politician (1653-1711), Mayor of Vienna"", ""score"": 13}, {""qid"": ""Q825054"", ""label"": ""ברנהרד פריז"", ""desc"": ""צייר גרמני"", ""score"": 11}, {""qid"": ""Q726338"", ""label"": ""Jakob Daniël du Toit"", ""desc"": ""südafrikanischer Geistlicher und Dichter"", ""score"": 9}]"
f59b646c-fe94-417a-9266-10acdc8befd5,"Jakobson, Israel",,,,,,0,,,0,manual,name,[]
069658fc-a686-4b1c-a294-901d3f71515c,"Jaroslaw, Aron",,,,,,0,,,0,manual,name,[]
1a4dfb4c-a310-4cb7-8405-b97d0f8875ac,"Jeitteles, Benjamin",,,,,,0,,,0,manual,name,[]
6c070208-06bf-4444-95f0-a74afd2dbbb1,"Jeitteles, Ignaz",,,Q88778813,"Jeitteles, Ignaz (BLKÖ)","entry in the Biographisches Lexikon des Kaiserthums Oesterreich (vol. 10, p. 122)",17,search_rank_0|name_exact|has_sitelinks,Q4205802,15,manual,name,"[{""qid"": ""Q88778813"", ""label"": ""Jeitteles, Ignaz (BLKÖ)"", ""desc"": ""entry in the Biographisches Lexikon des Kaiserthums Oesterreich (vol. 10, p. 122)"", ""score"": 17}, {""qid"": ""Q4205802"", ""label"": ""Ignaz Jeiteles"", ""desc"": ""Prague writer (1783-1843)"", ""score"": 15}, {""qid"": ""Q1673492"", ""label"": ""Isaac Jeitteles"", ""desc"": ""Austrian journalist, writer (1814-1857)"", ""score"": 13}]"
067feb59-ca9a-4ea7-9a0a-d56bdcfdcb63,"Jeitteles, Ignaz",,,Q88778813,"Jeitteles, Ignaz (BLKÖ)","entry in the Biographisches Lexikon des Kaiserthums Oesterreich (vol. 10, p. 122)",17,search_rank_0|name_exact|has_sitelinks,Q4205802,15,manual,name,"[{""qid"": ""Q88778813"", ""label"": ""Jeitteles, Ignaz (BLKÖ)"", ""desc"": ""entry in the Biographisches Lexikon des Kaiserthums Oesterreich (vol. 10, p. 122)"", ""score"": 17}, {""qid"": ""Q4205802"", ""label"": ""Ignaz Jeiteles"", ""desc"": ""Prague writer (1783-1843)"", ""score"": 15}, {""qid"": ""Q1673492"", ""label"": ""Isaac Jeitteles"", ""desc"": ""Austrian journalist, writer (1814-1857)"", ""score"": 13}]"
b69f9f74-2e68-427b-b251-36e57a4c2d03,"Jeitteles, Juda",,,Q88778906,"Jeitteles, Juda (BLKÖ)","entry in the Biographisches Lexikon des Kaiserthums Oesterreich (vol. 10, p. 127)",17,search_rank_0|name_exact|has_sitelinks,Q1710856,15,manual,name,"[{""qid"": ""Q88778906"", ""label"": ""Jeitteles, Juda (BLKÖ)"", ""desc"": ""entry in the Biographisches Lexikon des Kaiserthums Oesterreich (vol. 10, p. 127)"", ""score"": 17}, {""qid"": ""Q1710856"", ""label"": ""Judah Jeitteles"", ""desc"": ""Viennese orientalist, writer"", ""score"": 15}]"
dd72c8e1-e585-41d4-bdfa-b8ea8508717b,"Jeitteles, Juda",,,Q88778906,"Jeitteles, Juda (BLKÖ)","entry in the Biographisches Lexikon des Kaiserthums Oesterreich (vol. 10, p. 127)",17,search_rank_0|name_exact|has_sitelinks,Q1710856,15,manual,name,"[{""qid"": ""Q88778906"", ""label"": ""Jeitteles, Juda (BLKÖ)"", ""desc"": ""entry in the Biographisches Lexikon des Kaiserthums Oesterreich (vol. 10, p. 127)"", ""score"": 17}, {""qid"": ""Q1710856"", ""label"": ""Judah Jeitteles"", ""desc"": ""Viennese orientalist, writer"", ""score"": 15}]"
d69c4a51-1338-40f3-94c5-0656cc9d49d4,"Jordan, Brüder",,,,,,0,,,0,manual,name,[]
7d7bc17d-9c01-4e0e-8445-3a5a671d0701,Joseph Philipp,,,Q689684,Joseph Philippe de Clairville,Swiss entomologist (1742-1830),19,search_rank_0|p31_human|name_partial|has_sitelinks,Q8619,17,manual,name,"[{""qid"": ""Q689684"", ""label"": ""Joseph Philippe de Clairville"", ""desc"": ""Swiss entomologist (1742-1830)"", ""score"": 19}, {""qid"": ""Q8619"", ""label"": ""פייר אליוט טרודו"", ""desc"": ""פוליטיקאי קנדי"", ""score"": 17}, {""qid"": ""Q277326"", ""label"": ""Joseph Philippe François Deleuze"", ""desc"": ""French botanist (1753–1835)"", ""score"": 15}, {""qid"": ""Q3185481"", ""label"": ""Joseph Philippe"", ""desc"": ""French politician (1907-1966)"", ""score"": 13}, {""qid"": ""Q740717"", ""label"": ""ג'וזף פואלאר"", ""desc"": ""architect (1817–1879)"", ""score"": 11}, {""qid"": ""Q3185480"", ""label"": ""Joseph Philippe"", ""desc"": ""French politician (1827-1888)"", ""score"": 9}, {""qid"": ""Q444663"", ""label"": ""Lockroy"", ""desc"": ""שחקן צרפתי"", ""score"": 9}, {""qid"": ""Q33436166"", ""label"": ""Joseph Philippe Oorloft"", ""desc"": ""Belgian painter and photographer (1792–1861)"", ""score"": 9}]"
6d4b80df-06c6-491a-a007-9e44bfe5b0c2,Joseph Simon Muhr,,,,,,0,,,0,manual,name,[]
3e0a7397-f4f2-4f95-b0aa-b166e2ff5adc,Jospeh Baruch Haim,,,,,,0,,,0,manual,name,[]
75bacc19-6d6b-4bad-9213-c0f5ec2f08f1,"Kalker, Simon Isaac",,,,,,0,,,0,manual,name,[]
f26adbc5-8dcb-47a8-a03e-d1b6c85987fe,"Kaskel, Michel",,,,,,0,,,0,manual,name,[]
69fc0563-9299-404c-bbc9-fb236ba4231a,"Kaskel, Michel",,,,,,0,,,0,manual,name,[]
d8ef338c-b971-4da4-956b-02cbbfb19c15,"Kaulla, Kacob",,,,,,0,,,0,manual,name,[]
17b8a1bf-132a-45b0-b0b4-e63fecc04caa,"Kaulla, Karoline (Chaile)",,,,,,0,,,0,manual,name,[]
342d8881-262e-45f8-af4c-a415f6278095,"Kaulla, Meier",,,,,,0,,,0,manual,name,[]
227a7181-226a-4f55-8163-5b90609a0789,"Kaulla, Salman",,,,,,0,,,0,manual,name,[]
f4dd9a4d-6a44-4fe2-bd1e-65bb3a091432,"Kaulla, Salomon Hirsch",,,,,,0,,,0,manual,name,[]
e9131f27-7264-4c01-b068-02655963a5c3,"Kaulla, Wolf",,,,,,0,,,0,manual,name,[]
885c9bb8-eaaa-447c-9949-0a82f357774e,"Kaulla, Wolf",,,,,,0,,,0,manual,name,[]
120b415d-e11b-4ab0-91ac-f608a67b5e58,"Kausch, Johann Joseph",,,Q21204591,"Kausch, Johann Joseph",encyclopedic article,17,search_rank_0|name_exact|has_sitelinks,Q55122424,15,manual,name,"[{""qid"": ""Q21204591"", ""label"": ""Kausch, Johann Joseph"", ""desc"": ""encyclopedic article"", ""score"": 17}, {""qid"": ""Q55122424"", ""label"": ""Johann Joseph Kausch"", ""desc"": """", ""score"": 15}]"
5aab6e82-e91b-4c52-8dcb-1d8ed7075eea,"Keyserling, Heinrich Christian (Reichsgraf)",,,,,,0,,,0,manual,name,[]
e532d456-bee2-4ebe-a387-20b3ff6d36fc,"Klatzki, Simon",,,,,,0,,,0,manual,name,[]
67ad154d-6e43-470d-b846-7a84ff434fdf,"Kleist-Keyserling (Baron), Louis",,,,,,0,,,0,manual,name,[]
35d70f31-8db1-4c79-98e9-13e854935e2c,"Kohen Piwana, Josephi",,,,,,0,,,0,manual,name,[]
f127bb22-f6b3-4c4b-8e97-60863f54da97,"Kohn, Salomon",,,Q105465686,Salomon Kohn,"holocaust victim, b. 1869-09-11",15,search_rank_0|p31_human,Q88132,15,manual,name,"[{""qid"": ""Q105465686"", ""label"": ""Salomon Kohn"", ""desc"": ""holocaust victim, b. 1869-09-11"", ""score"": 15}, {""qid"": ""Q88132"", ""label"": ""Salomon Kohn"", ""desc"": ""österreichischer Schriftsteller"", ""score"": 15}, {""qid"": ""Q105525130"", ""label"": ""Šalomon Kohn"", ""desc"": ""holocaust victim, b. 1890-04-04"", ""score"": 11}, {""qid"": ""Q105356037"", ""label"": ""Salomon Kohn"", ""desc"": ""holocaust victim, b. 1877-10-18"", ""score"": 9}, {""qid"": ""Q1773729"", ""label"": ""Salomon Kohn"", ""desc"": ""österreichischer Fotograf und Verleger (1873-1945)"", ""score"": 9}, {""qid"": ""Q2215007"", ""label"": ""Salomon Kohn"", ""desc"": ""Oberrabbiner in Fürth"", ""score"": 7}, {""qid"": ""Q105525128"", ""label"": ""Šalomon Kohn"", ""desc"": ""holocaust victim, b. 1864-06-07"", ""score"": 5}, {""qid"": ""Q105525129"", ""label"": ""Šalomon Kohn"", ""desc"": ""holocaust victim, b. 1868-10-14"", ""score"": 5}]"
9fc9c865-e0f4-4abd-aca8-c6fcd7d36290,"Korff (Graf), von",,,,,,0,,,0,manual,name,[]
8684e9a7-be9f-4a06-a978-6229f53f1474,Krause,,,Q98521627,Tyra Grove Krause,researcher,20,search_rank_1|p31_human|name_exact|has_sitelinks,Q1726512,18,manual,name,"[{""qid"": ""Q98521627"", ""label"": ""Tyra Grove Krause"", ""desc"": ""researcher"", ""score"": 20}, {""qid"": ""Q1726512"", ""label"": ""Krause"", ""desc"": ""niederländische Sängerin und Musikerin"", ""score"": 18}, {""qid"": ""Q21449125"", ""label"": ""Krause"", ""desc"": ""family name"", ""score"": 17}, {""qid"": ""Q5240717"", ""label"": ""David W. Krause"", ""desc"": ""Canadian palaeontologist"", ""score"": 16}, {""qid"": ""Q46999035"", ""label"": ""Krause"", ""desc"": """", ""score"": 10}, {""qid"": ""Q27777237"", ""label"": ""Krause"", ""desc"": ""enzyklopädischer Artikel"", ""score"": 9}]"
4f5aad11-af99-48f9-b133-e6424162d22a,"Kuh, Ephraim Moses",,,Q27584415,"Kuh, Ephraim Moses",biographical article by Jakob Franck,17,search_rank_0|name_exact|has_sitelinks,Q95284,15,manual,name,"[{""qid"": ""Q27584415"", ""label"": ""Kuh, Ephraim Moses"", ""desc"": ""biographical article by Jakob Franck"", ""score"": 17}, {""qid"": ""Q95284"", ""label"": ""Moses Ephraim Kuh"", ""desc"": ""actor"", ""score"": 15}]"
e4f47fcf-121e-4d7a-8ba5-15fa7fb655b6,Lachmann (Dr.),,,,,,0,,,0,manual,name,[]
12fd1b43-bb4d-4286-b6e8-98ae65e0e4e6,"Landau, Israel",,,Q63242517,Israel Landau,,15,search_rank_0|p31_human,Q118915438,15,manual,name,"[{""qid"": ""Q63242517"", ""label"": ""Israel Landau"", ""desc"": """", ""score"": 15}, {""qid"": ""Q118915438"", ""label"": ""Segal Landa, Yiśraʼel ben Ḳalman, ha-Leṿi"", ""desc"": """", ""score"": 15}, {""qid"": ""Q63166298"", ""label"": ""Israel Landauer"", ""desc"": """", ""score"": 13}, {""qid"": ""Q118910790"", ""label"": ""Landa, Yiśraʼel Avraham Alṭer"", ""desc"": ""-1942"", ""score"": 11}]"
7393948d-84d9-4933-bb03-b3dc4e78fa87,Lehmann Haas,,,,,,0,,,0,manual,name,[]
5166af32-210b-4d73-8789-94e067c8f4c2,Leopold Friedrrich Franz (Fürst),,,,,,0,,,0,manual,name,[]
4d9e76a0-5f22-41b9-8044-07f937c40476,Leopold II,,,Q12967,Leopold II of Belgium,King of the Belgians from 1865 to 1909 (1835–1909),22,search_rank_0|p31_human|name_exact|has_sitelinks,Q151321,20,manual,name,"[{""qid"": ""Q12967"", ""label"": ""Leopold II of Belgium"", ""desc"": ""King of the Belgians from 1865 to 1909 (1835–1909)"", ""score"": 22}, {""qid"": ""Q151321"", ""label"": ""Leopold II, Holy Roman Emperor"", ""desc"": ""Holy Roman Emperor from 1790 to 1792"", ""score"": 20}, {""qid"": ""Q313169"", ""label"": ""Leopold II, Grand Duke of Tuscany"", ""desc"": ""Grand Duke of Tuscany"", ""score"": 18}, {""qid"": ""Q304409"", ""label"": ""Leopold II"", ""desc"": ""Margrave of Austria"", ""score"": 14}, {""qid"": ""Q27861984"", ""label"": ""Leopold II"", ""desc"": ""Markgraf der Ungarnmark"", ""score"": 12}, {""qid"": ""Q217850"", ""label"": ""Leopold II."", ""desc"": ""Wikimedia-Begriffsklärungsseite"", ""score"": 11}]"
2b39cc6c-508a-42af-a963-70515975a2c9,Leopoldo Herz,,,,,,0,,,0,manual,name,[]
1165e0cd-aad6-4678-b8a3-d2403116d977,"Lepoc, Jonas",,,,,,0,,,0,manual,name,[]
e8b62b59-abf2-4162-af1d-ee4125f9c898,"Lesczinski, Elasar",,,,,,0,,,0,manual,name,[]
5b339710-c775-4de8-979c-74aae2e02ded,"Levi, Avigdor",,,Q94789656,Avigdor Levi,Judaic scholar (active 18th-19th century),17,search_rank_0|p31_human|has_sitelinks,Q58311,15,manual,name,"[{""qid"": ""Q94789656"", ""label"": ""Avigdor Levi"", ""desc"": ""Judaic scholar (active 18th-19th century)"", ""score"": 17}, {""qid"": ""Q58311"", ""label"": ""Avigdor Lieberman"", ""desc"": ""Israeli politician, member of the Knesset"", ""score"": 15}]"
f7e59507-3845-4419-aa64-7b8630c2235a,"Levi, Hannover Raphael",,,,,,0,,,0,manual,name,[]
5b7f69a6-d335-4b87-8e18-ba9c9b1e3f47,"Levi, Joseph Jasmann ben Joel",,,,,,0,,,0,manual,name,[]
632a1e99-3efc-4bf8-9483-a5676abcfbb6,"Levi, Moses",,,Q105362251,Moses Levi,Holocaust victim (born 1864),15,search_rank_0|p31_human,Q98842957,15,manual,name,"[{""qid"": ""Q105362251"", ""label"": ""Moses Levi"", ""desc"": ""Holocaust victim (born 1864)"", ""score"": 15}, {""qid"": ""Q98842957"", ""label"": ""Moses Levi"", ""desc"": ""deutscher Jurist"", ""score"": 15}, {""qid"": ""Q139110952"", ""label"": ""Moses Levi"", ""desc"": """", ""score"": 11}, {""qid"": ""Q55582288"", ""label"": ""Moses Levi"", ""desc"": ""Ottoman rabbi (1827–1910)"", ""score"": 11}, {""qid"": ""Q104298741"", ""label"": ""Moses Levi Cohen"", ""desc"": ""Dutch photographer"", ""score"": 7}, {""qid"": ""Q126415054"", ""label"": ""Moses Jacob Levy"", ""desc"": ""Person auf Jüdischem Friedhof"", ""score"": 5}]"
76bf8cf2-da62-4f1f-a089-87c8312a1756,Levin Magnus,,,,,,0,,,0,manual,name,[]
320cebff-15c8-4985-bba8-6435a7571f9d,Levin Salomon,,,Q130235756,Levin Salomon,,20,search_rank_0|p31_human|name_exact,Q127143126,18,manual,name,"[{""qid"": ""Q130235756"", ""label"": ""Levin Salomon"", ""desc"": """", ""score"": 20}, {""qid"": ""Q127143126"", ""label"": ""Löb Selig Hildesheim"", ""desc"": """", ""score"": 18}, {""qid"": ""Q126723147"", ""label"": ""Löb Neuburg"", ""desc"": """", ""score"": 13}, {""qid"": ""Q125350876"", ""label"": ""Arje Jehuda Loeb Salomon Spira"", ""desc"": """", ""score"": 11}, {""qid"": ""Q126136119"", ""label"": ""Jehuda Leib Bütow"", ""desc"": """", ""score"": 9}]"
c6b93409-fa47-470c-94db-2def98985a06,"Levison, George (Mordechai Gumpel Schnaber)",,,,,,0,,,0,manual,name,[]
f8adec1b-9090-4ebd-a7df-9442b6970366,Levy (Ältester der israelitischen Gemeinde),,,Q14626636,Levy,family name,17,search_rank_0|name_exact|has_sitelinks,Q21143999,15,manual,name,"[{""qid"": ""Q14626636"", ""label"": ""Levy"", ""desc"": ""family name"", ""score"": 17}, {""qid"": ""Q21143999"", ""label"": ""Levy"", ""desc"": ""male given name"", ""score"": 15}, {""qid"": ""Q215512"", ""label"": ""לוי"", ""desc"": ""דמות תנ\""כית, בנו של יעקב"", ""score"": 13}, {""qid"": ""Q531662"", ""label"": ""Henri Leopold Levy"", ""desc"": ""French painter (1840-1904)"", ""score"": 12}, {""qid"": ""Q25343981"", ""label"": ""Lévy"", ""desc"": ""family name"", ""score"": 11}, {""qid"": ""Q501022"", ""label"": ""Levy County"", ""desc"": ""County im US-Bundesstaat Florida"", ""score"": 6}]"
38f5d1b5-ba37-477f-9965-405355af5630,"Levy, Samuel Isaak",,,,,,0,,,0,manual,name,[]
